2022-02-11T14:54:21, 243.0, 246.0, 243.0, 249.0, 246.0, 240.0, 246.0, 243.0, 243.0, 246.0, 240.0
2022-02-11T14:54:36, 282.0, 282.0, 288.0, 279.0, 282.0, 279.0, 285.0, 285.0, 285.0, 282.0, 285.0
2022-02-11T14:54:51, 300.0, 300.0, 300.0, 297.0, 297.0, 294.0, 291.0, 291.0, 297.0, 294.0, 300.0
2022-02-11T14:55:06, 261.0, 261.0, 264.0, 261.0, 264.0, 258.0, 258.0, 261.0, 261.0, 258.0, 264.0
2022-02-11T14:55:21, 282.0, 279.0, 282.0, 279.0, 282.0, 276.0, 285.0, 273.0, 276.0, 276.0, 273.0
2022-02-11T14:55:37, 198.0, 192.0, 192.0, 195.0, 198.0, 198.0, 195.0, 198.0, 201.0, 198.0, 198.0
2022-02-11T14:55:52, 201.0, 198.0, 201.0, 201.0, 204.0, 198.0, 198.0, 201.0, 201.0, 198.0, 198.0
2022-02-11T14:56:07, 207.0, 213.0, 210.0, 210.0, 207.0, 207.0, 207.0, 207.0, 213.0, 210.0, 210.0
2022-02-11T14:56:22, 225.0, 222.0, 228.0, 222.0, 225.0, 225.0, 228.0, 222.0, 225.0, 225.0, 222.0, 222.0
2022-02-11T14:56:37, 246.0, 246.0, 249.0, 240.0, 246.0, 249.0, 240.0, 243.0, 237.0, 243.0, 246.0, 246.0
2022-02-11T14:56:52, 195.0, 195.0, 195.0, 198.0, 198.0, 198.0, 198.0, 195.0, 201.0, 192.0, 195.0
2022-02-11T14:57:07, 195.0, 204.0, 201.0, 201.0, 201.0, 198.0, 204.0, 195.0, 198.0, 201.0, 198.0
2022-02-11T14:57:22, 141.0, 141.0, 144.0, 141.0, 141.0, 147.0, 141.0, 138.0, 141.0, 138.0, 141.0
2022-02-11T14:57:37, 264.0, 267.0, 267.0, 267.0, 267.0, 264.0, 270.0, 267.0, 270.0, 270.0, 270.0
2022-02-11T14:57:52, 261.0, 264.0, 261.0, 258.0, 255.0, 261.0, 261.0, 261.0, 261.0, 261.0, 264.0
2022-02-11T14:58:08, 255.0, 261.0, 261.0, 258.0, 264.0, 258.0, 255.0, 264.0, 258.0, 264.0, 264.0
2022-02-11T14:58:23, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0
2022-02-11T14:58:38, 99.0, 96.0, 96.0, 96.0, 99.0, 99.0, 99.0, 96.0, 96.0, 99.0, 99.0
2022-02-11T14:58:53, 78.0, 78.0, 81.0, 78.0, 78.0, 78.0, 78.0, 81.0, 81.0, 78.0, 78.0
2022-02-11T14:59:08, 81.0, 75.0, 78.0, 75.0, 78.0, 75.0, 78.0, 72.0, 78.0, 78.0, 78.0
2022-02-11T14:59:23, 69.0, 72.0, 66.0, 69.0, 66.0, 69.0, 69.0, 69.0, 69.0, 69.0, 66.0
2022-02-11T14:59:38, 69.0, 69.0, 72.0, 69.0, 69.0, 72.0, 69.0, 69.0, 69.0, 69.0, 72.0
2022-02-11T14:59:53, 60.0, 60.0, 57.0, 60.0, 60.0, 60.0, 60.0, 60.0, 63.0, 60.0, 60.0, 60.0
2022-02-11T15:00:08, 54.0, 51.0, 48.0, 51.0, 51.0, 51.0, 51.0, 48.0, 51.0, 51.0, 51.0
2022-02-11T15:00:23, 87.0, 90.0, 87.0, 84.0, 87.0, 87.0, 84.0, 84.0, 87.0, 84.0, 90.0
2022-02-11T15:00:39, 87.0, 87.0, 87.0, 87.0, 87.0, 90.0, 90.0, 87.0, 87.0, 87.0, 87.0
2022-02-11T15:00:54, 60.0, 60.0, 60.0, 60.0, 60.0, 63.0, 60.0, 63.0, 60.0, 60.0, 60.0
2022-02-11T15:01:09, 78.0, 81.0, 84.0, 81.0, 78.0, 81.0, 81.0, 84.0, 78.0, 81.0, 81.0
2022-02-11T15:01:24, 90.0, 93.0, 93.0, 90.0, 90.0, 90.0, 90.0, 96.0, 90.0, 90.0, 90.0
2022-02-11T15:01:39, 72.0, 69.0, 69.0, 69.0, 72.0, 69.0, 69.0, 69.0, 72.0, 69.0, 72.0
2022-02-11T15:01:54, 462.0, 456.0, 462.0, 462.0, 453.0, 459.0, 459.0, 459.0, 456.0, 465.0, 462.0
2022-02-11T15:02:09, 492.0, 492.0, 489.0, 483.0, 492.0, 498.0, 489.0, 492.0, 486.0, 492.0, 486.0
