,calibrate_trial,perturbed,avg_residual,sensor,col_trial
277,L3CX_W1_P2,Perturbed,7.859761472018119,VL53L3CX,W1_P2
278,L3CX_W1_P2,Perturbed,7.245918178788774,VL53L3CX,W1_P2
279,L3CX_W1_P2,Perturbed,6.365404754160117,VL53L3CX,W1_P2
280,L3CX_W1_P2,Perturbed,1.508715960951978,VL53L3CX,W1_P2
281,L3CX_W1_P2,Perturbed,1.3938857439127759,VL53L3CX,W1_P2
282,L3CX_W1_P2,Perturbed,3.7613947804724717,VL53L3CX,W1_P2
283,L3CX_W1_P2,Perturbed,3.8574747849435886,VL53L3CX,W1_P2
284,L3CX_W1_P2,Perturbed,7.103998597219399,VL53L3CX,W1_P2
285,L3CX_W1_P2,Perturbed,5.199223984401215,VL53L3CX,W1_P2
286,L3CX_W1_P2,Perturbed,4.097072403750368,VL53L3CX,W1_P2
287,L3CX_W1_P2,Perturbed,3.6099759939993157,VL53L3CX,W1_P2
288,L3CX_W1_P2,Perturbed,7.3094412357584195,VL53L3CX,W1_P2
289,L3CX_W1_P2,Perturbed,7.127375503254314,VL53L3CX,W1_P2
290,L3CX_W1_P2,Perturbed,6.605407490493273,VL53L3CX,W1_P2
291,L3CX_W1_P2,Perturbed,8.29124446899584,VL53L3CX,W1_P2
292,L3CX_W1_P2,Perturbed,1.5507440304777471,VL53L3CX,W1_P2
293,L3CX_W1_P2,Perturbed,2.6496493184304164,VL53L3CX,W1_P2
294,L3CX_W1_P2,Perturbed,1.6472510166336096,VL53L3CX,W1_P2
295,L3CX_W1_P2,Perturbed,2.252801111560508,VL53L3CX,W1_P2
296,L3CX_W1_P2,Perturbed,1.3985248844524396,VL53L3CX,W1_P2
297,L3CX_W1_P2,Perturbed,2.5529663559488953,VL53L3CX,W1_P2
298,L3CX_W1_P2,Perturbed,5.784073742683972,VL53L3CX,W1_P2
299,L3CX_W1_P2,Perturbed,4.8810463698412425,VL53L3CX,W1_P2
300,L3CX_W1_P2,Perturbed,3.128345908442425,VL53L3CX,W1_P2
301,L3CX_W1_P2,Perturbed,3.41104696762948,VL53L3CX,W1_P2
302,L3CX_W1_P2,Perturbed,1.8395009882899334,VL53L3CX,W1_P2
303,L3CX_W1_P2,Perturbed,3.125078481682614,VL53L3CX,W1_P2
304,L3CX_W1_P2,Perturbed,4.868303330072266,VL53L3CX,W1_P2
305,L3CX_W1_P2,Perturbed,4.457156105561591,VL53L3CX,W1_P2
306,L3CX_R2_P2,Solution,0.9189420437525193,VL53L3CX,R2_P2
307,L3CX_R2_P2,Perturbed,4.913970071315753,VL53L3CX,R2_P2
308,L3CX_R2_P2,Perturbed,6.3296421685499515,VL53L3CX,R2_P2
309,L3CX_R2_P2,Perturbed,9.72633476498017,VL53L3CX,R2_P2
310,L3CX_R2_P2,Perturbed,12.510546521002473,VL53L3CX,R2_P2
