2022-01-19T16:28:45, 251.0, 251.0, 252.0, 251.0, 252.0, 251.0, 252.0, 251.0, 252.0, 250.0, 252.0, 250.0, 251.0, 251.0, 250.0, 251.0, 249.0, 251.0, 249.0, 251.0, 249.0, 251.0, 249.0, 251.0, 250.0, 252.0, 250.0, 251.0, 250.0, 252.0, 250.0
2022-01-19T16:29:00, 264.0, 263.0, 263.0, 263.0, 263.0, 264.0, 263.0, 264.0, 262.0, 265.0, 260.0, 264.0, 260.0, 263.0, 261.0, 263.0, 262.0, 262.0, 263.0, 262.0, 265.0, 261.0, 265.0, 261.0, 264.0, 261.0, 265.0, 261.0, 265.0, 262.0, 265.0
2022-01-19T16:29:15, 275.0, 274.0, 274.0, 273.0, 275.0, 273.0, 274.0, 272.0, 274.0, 272.0, 274.0, 271.0, 273.0, 271.0, 274.0, 270.0, 274.0, 270.0, 274.0, 272.0, 274.0, 271.0, 274.0, 272.0, 274.0, 273.0, 273.0, 273.0, 273.0, 273.0, 273.0
2022-01-19T16:29:30, 263.0, 262.0, 263.0, 263.0, 263.0, 263.0, 263.0, 264.0, 262.0, 263.0, 261.0, 263.0, 261.0, 263.0, 261.0, 262.0, 262.0, 263.0, 262.0, 262.0, 263.0, 264.0, 263.0, 264.0, 264.0, 264.0, 264.0, 264.0, 263.0, 263.0, 263.0, 264.0
2022-01-19T16:29:45, 278.0, 278.0, 279.0, 279.0, 279.0, 279.0, 278.0, 278.0, 278.0, 278.0, 279.0, 278.0, 279.0, 277.0, 279.0, 278.0, 280.0, 277.0, 280.0, 278.0, 279.0, 277.0, 279.0, 278.0, 280.0, 278.0, 280.0, 277.0, 279.0, 277.0, 279.0
2022-01-19T16:30:00, 208.0, 207.0, 208.0, 207.0, 208.0, 207.0, 208.0, 208.0, 208.0, 209.0, 206.0, 209.0, 207.0, 208.0, 207.0, 208.0, 207.0, 208.0, 208.0, 207.0, 208.0, 207.0, 210.0, 205.0, 209.0, 206.0, 209.0, 206.0, 209.0, 206.0, 209.0
2022-01-19T16:30:15, 213.0, 212.0, 213.0, 211.0, 214.0, 212.0, 213.0, 212.0, 213.0, 213.0, 214.0, 213.0, 214.0, 213.0, 214.0, 213.0, 213.0, 213.0, 214.0, 213.0, 213.0, 212.0, 213.0, 212.0, 212.0, 212.0, 212.0, 212.0, 212.0, 211.0, 212.0
2022-01-19T16:30:30, 220.0, 220.0, 220.0, 220.0, 220.0, 221.0, 220.0, 221.0, 219.0, 222.0, 221.0, 222.0, 221.0, 223.0, 221.0, 223.0, 221.0, 222.0, 220.0, 221.0, 221.0, 220.0, 220.0, 221.0, 220.0, 220.0, 220.0, 219.0, 221.0, 219.0, 221.0
2022-01-19T16:30:45, 217.0, 214.0, 218.0, 215.0, 216.0, 215.0, 217.0, 215.0, 216.0, 215.0, 216.0, 214.0, 216.0, 216.0, 216.0, 215.0, 216.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 214.0, 215.0, 214.0, 215.0, 214.0, 215.0
2022-01-19T16:31:00, 232.0, 235.0, 232.0, 234.0, 233.0, 234.0, 233.0, 235.0, 234.0, 235.0, 236.0, 235.0, 236.0, 234.0, 236.0, 236.0, 237.0, 235.0, 237.0, 235.0, 236.0, 235.0, 235.0, 235.0, 235.0, 235.0, 235.0, 234.0, 235.0, 234.0, 235.0
