,noise,p_error,u_error,a_error,d_error
368,15,8.311190718176396,0.17610609339762284,0.13840585515300144,0.1259217766362326
369,15,15.166056887714277,0.38148221494294154,179.9252160741556,997.8353584270928
370,15,6.157982248150216,0.21995227791246283,179.82667220460897,999.1661583398208
371,15,24.992846298150724,0.3381051775732621,179.60488411371756,1000.0000000000033
372,15,9.943912839583934,0.08353080698990656,179.7585034447051,1000.0
373,15,17.906473874693393,0.29790302340651464,179.7573149115729,995.8024387209744
374,15,11.689133012470922,0.17617206797106688,179.90303624854786,1000.0
375,15,9.600856181491881,0.3681736294460703,179.64141045962455,1000.0
376,15,7.043014731761367,0.21608797585583278,179.7016638297314,999.2305908990278
377,15,15.287929482930576,0.28936166449565914,179.68505659011015,1000.0
378,15,26.79848481496307,0.3127274271759086,0.5745895651165028,4.387433843183203
379,15,10.298535889571234,0.1717373753308018,0.496702249794831,2.6283626226033334
380,15,8.731266233810725,0.3853021853472368,0.3365912557218237,5.684341886080802e-14
381,15,10.178617646891439,0.0718733145911329,179.65523146431346,1000.0
382,15,31.249595054245308,1.0369087633925749,0.3717916073601223,0.0
383,15,9.280242308134214,0.2215380552066645,0.12614260449925718,0.0
384,15,28.12091543890583,0.6341496723922607,179.82957364399996,999.91186315158
385,15,13.099061585712272,0.5261250277836911,0.2854860259261519,2.0460078693527635
386,15,10.800823191494214,0.3212876332037725,0.5967778026332752,1.4841370455834522
387,15,9.893073514572796,0.30638186826774677,179.78975306222517,1000.0
388,15,11.39476133538801,0.33224080551076296,179.88470743757992,1000.0
389,15,17.8396149650522,0.2371148330061953,179.7492976423735,993.6712266027682
390,15,15.760500013708741,0.5877367430188545,0.2784821433694747,5.684341886080802e-14
391,15,15.162809676675435,0.41540484065498123,179.94238888637733,998.7898491639953
392,15,17.080089108775553,0.2324883182172992,179.79255358084035,994.781565255653
393,15,10.649582568723027,0.35480482637961963,0.30910141680383035,5.684341886080802e-14
394,15,20.47063296503022,0.12985034536426113,179.22600534549474,1000.0
395,15,19.54021711976845,0.3291853227529133,179.82426598984514,999.9999999999995
396,15,18.231723541245557,0.4098125254263927,179.49536318679932,995.8308355523246
397,15,8.807029331966715,0.27503010192851224,0.2323407155057739,3.426582859247276
398,15,15.254776852649439,0.3393076252692598,179.89614933324086,997.7975079779364
399,15,26.008064940332595,0.4424632102752599,0.13938229200297678,4.173541598592806
