,noise,p_error,u_error,a_error,d_error
187,5,6.338934326945182,0.16102945412873304,179.9554241730059,1000.0
188,5,5.958123310941782,0.1898775697831195,179.90633566226904,999.8911225273264
189,5,2.4823304089236493,0.10702569632746202,179.93048651210296,999.8167202722166
190,5,1.0102361976206133,0.05912322916159093,179.93579643705237,1000.0
191,5,6.24442414297201,0.15615128111266038,179.96958144462738,999.8225887109304
192,5,4.7195869190424,0.08920367558244839,179.9695605933004,999.8305866118046
193,5,3.426415201205023,0.06220835193478601,179.88342183341018,1000.0
194,5,4.30374142271685,0.05480998114035765,179.92329012601886,999.1185618436907
195,5,6.434203951738611,0.04252672472412056,179.83752599536953,999.0628600625915
196,5,0.7728796011100048,0.033969042776904934,0.011780767177633596,0.004686917657522827
197,5,6.587544475259605,0.09990748794948462,179.90852496588317,999.1319152053663
198,5,6.544511326945241,0.13389839046566146,179.92904672203187,1000.0
199,5,1.7259694942558417,0.08271202658073658,0.07104536665192171,0.10283316641277906
200,10,5.0735721533560625,0.25650695386203387,179.81880270018655,998.2754915599651
201,10,4.777678946254671,0.17682921905926635,179.82572543912204,998.4950865094602
202,10,4.920176273880527,0.08200434281573829,0.037366227602761766,1.1368683772161603e-13
203,10,6.259204519067192,0.19216292805329097,179.80700057055486,998.1124850922256
204,10,5.1791926146825205,0.14875827073841313,0.010096232500037237,1.7559759494646983
205,10,4.373923311670055,0.1484224001479681,179.94305057104356,1000.0
206,10,4.728609326016835,0.03848790498558324,0.2202358233545917,0.30641472113268264
207,10,6.015458590981874,0.07480724968482422,179.80777639624878,1000.0
208,10,1.793905309498146,0.01701391677714947,0.05016756776581113,0.009900131077472452
209,10,6.040068964450277,0.17874885403847535,0.030812496734099436,0.0
210,10,3.7068387734775725,0.08452421386275095,0.12463076091539049,0.0
211,10,10.0983034573143,0.2953289809617475,0.151886456045468,0.0
212,10,14.846377547175873,0.43343347661205234,179.864499280228,998.9994911533354
213,10,7.1740918177697335,0.18422085267714727,179.65248496894694,1000.0
214,10,3.0024370373017413,0.20790880955193106,179.86300145649582,999.9521385152138
215,10,6.1287341999113165,0.07639723510948478,0.13931784612702666,2.020208125048214
216,10,7.045489008199679,0.04514257375657853,179.8439692057769,998.3353839896372
217,10,5.091343993542223,0.1206090578562216,179.87915965779283,998.3582540589873
218,10,8.963101285001562,0.14620384589720398,179.8862594823643,1000.0
219,10,7.688038224203844,0.15710446222974603,179.94723078744371,999.1538566118185
220,10,5.90047120167419,0.046098315832087275,179.8757990319846,999.0991169980582
221,10,15.192641505489048,0.27934191921381335,0.21350237819608595,0.9507679581685693
222,10,9.65318466519218,0.4943447560607714,179.62374540798032,1000.0
223,10,2.2090588220432585,0.13292036160281318,0.20933153446083588,3.979039320256561e-13
224,10,26.8600266533129,0.8140169917810155,179.65899819040024,994.7555604579322
225,10,4.6139391005496195,0.09526765806639861,179.85622943283366,1000.0
226,10,8.202109146809743,0.09325542177184372,179.92528370910387,996.7518373820368
227,10,11.563432555070273,0.32770637471136854,179.88788937649528,1000.0
228,10,8.942866585018598,0.27531462587327776,179.8930169391542,998.4961639183293
229,10,4.3412927665082774,0.08972301192201079,179.86525254926553,998.3611580222545
230,10,7.923004126083895,0.25957086325494355,0.1889912651518002,5.115907697472721e-13
231,10,3.0811646074395784,0.042823630236001234,0.064864907932564,0.0
232,10,10.775512201430686,0.0966460566096936,179.88270637889676,1000.0
233,10,6.284105799270509,0.1701771821035066,179.80277270913362,1000.0
234,10,12.412666238187036,0.2406102002412224,179.91416497103185,1000.0
235,10,6.542897861117111,0.17041131827949246,179.95439806780894,999.4134935642568
236,10,6.880897347364034,0.15544167953362337,179.82078972840543,999.9843800293893
237,10,5.164510457082305,0.07662101884338539,179.92026343507857,998.4828697010271
238,10,9.65318466519218,0.4943447560607714,179.62374540798032,1000.0
239,10,7.683413553606678,0.19581301644767451,179.8598167422898,997.1626291303992
240,10,6.87804423257406,0.1949826309770833,0.06594930823549106,0.0
241,10,10.979589925305666,0.23869452527068555,179.94062374041766,998.5053007384842
242,10,3.001340286224798,0.15385376328671194,0.04492999175552464,0.31228613525746596
243,10,9.536706742630711,0.14564193495125202,179.88104814018482,998.5113199268434
244,10,6.410951417208631,0.11151503648591614,179.87239787000624,999.0302827315274
245,10,1.7790575168270686,0.04660038608230077,179.92831299071935,1000.0
246,10,12.90084583386415,0.100487692222711,179.68420696850455,995.9181490686234
247,10,6.613062091698427,0.05660474444605803,0.2565464072980667,0.0
248,10,11.358577715782273,0.285932925488911,179.78409938384632,1000.0
249,10,3.642347295507582,0.02543536641244201,179.87066732379768,1000.0
250,10,4.559434628564932,0.28189157638735085,0.2650362644441184,0.0
251,10,8.969021610646218,0.21099839665669548,179.96038029399412,1000.0
252,10,2.1266822135872507,0.006362601904788977,179.95129973757506,1000.0
253,10,4.648574289409907,0.03238062534951342,0.12414311771609379,1.6576982949262629
254,10,9.782552158951397,0.05120041870613658,179.71587173764226,998.3684626479223
255,10,10.441058751280389,0.240212312345858,179.89764512939104,998.7382788281332
256,10,13.305245545017227,0.12042063472408891,179.8930807992711,998.2264842724334
257,10,5.672823232803628,0.13749331665905926,179.9647048624998,1000.0
258,10,7.445193891448681,0.2671982608645084,179.6965939889777,1000.0
259,10,13.829508772906388,0.4220621551883003,0.04959363453122323,0.0
260,10,3.367554952439669,0.14071379585689922,179.819260205792,1000.0
261,10,4.769932891928399,0.24572910881310456,0.15832076859508928,0.9742606421341975
262,10,8.419495880105547,0.14980587159498365,0.11543969224608631,0.0
263,10,7.372263644727935,0.24593821832924434,179.9508253668839,1000.0
264,10,2.036938449774814,0.05568953793060356,179.89967084525924,1000.0
265,10,5.5876887503567305,0.28946844894220836,0.22435096525790468,0.0
266,10,9.830699823529221,0.2808546604306019,179.8023078794301,999.2504871895212
267,10,9.948111084940777,0.28852555124020196,179.83556620594632,999.5914803471496
268,10,6.003564345717474,0.030547610546339837,179.8047415676927,1000.0
269,10,3.1241885134235146,0.05134109390375913,179.95803562290664,999.6495686673937
270,10,17.34650784129203,0.42043223269115754,179.86149090828093,999.0378408976069
271,10,5.347315876594761,0.11124001494260434,0.24327875176357383,1.1948307624463723
272,10,3.646629638612534,0.10385657831782638,0.12001855888831557,0.0
273,10,3.9480604078312407,0.13262392559117053,0.2744710312300762,0.0
274,10,10.036326905602161,0.18878559170026188,0.15847269878443934,0.0
275,10,8.688793714634363,0.12807229344399804,179.84093368731405,997.8511986938078
276,10,12.416801418979281,0.21929621796067164,179.858855322321,999.1120950218384
277,10,3.105491745033553,0.06586343214869853,0.07738055114197993,0.5591385648167488
278,10,4.729774252245809,0.172099652161219,179.88412706027742,1000.0
279,10,15.766322067092727,0.3295168512235412,179.66097810948696,1000.0
280,10,6.921060973144276,0.2724465005880196,179.81457209352803,1000.0
281,10,5.359278350924,0.2840794694332741,179.73135639000904,1000.0
282,10,7.278972751916854,0.09349599310181153,179.91373814480892,1000.0
283,10,7.525856401969387,0.07990242149312776,179.89527211757712,998.5441464020413
284,10,3.3744773422219816,0.34008860415339465,179.7445393560021,1000.0
285,10,2.36142134589929,0.18352780026913987,0.11290542902631173,0.0
286,10,6.7714849266967665,0.1425724756062484,179.9092836296545,1000.0
287,10,3.279226252575536,0.15122945735256124,0.09500726926125666,0.3503017115852458
288,10,20.585915898238714,0.44427027140039715,0.10730609704671527,0.6978140694362764
289,10,2.9069937793996554,0.1972151059286408,179.74228034865664,1000.0
290,10,5.535722556820866,0.2437659950942884,179.8789905390008,999.1719468683931
291,10,6.864242963951843,0.16318556062366713,0.015776113416201824,0.0
292,10,5.91474265283493,0.09210750622651831,179.96879568753477,997.4243129756826
293,10,3.2828360548192483,0.23091767697978025,179.78987738037938,999.8126990148417
294,10,6.432098913111068,0.23833598327812,0.1010222891558668,0.8322153874075866
295,10,7.6757739966076,0.08694654857147893,0.25262391160415787,0.0
296,10,10.31240359136805,0.2590940070461808,0.240962201942191,2.8421709430404007e-13
297,10,6.687221855944282,0.19040927283473982,179.89665613387157,997.881492425722
298,10,3.81660764991835,0.05097380982811334,179.91664200871395,1000.0
299,10,3.018985843585904,0.17975917749422923,179.81607045249854,998.5463081695574
300,15,16.850433704822464,0.5106665640883964,0.2026732989174185,0.4753881883240183
301,15,27.092246869335778,0.5593092462819621,0.5152713477912135,5.684341886080802e-14
302,15,8.197023004500233,0.008468557693824881,179.84405708012318,997.7290192181914
303,15,6.7021230465234405,0.34851069297571,0.291431759731897,5.684341886080802e-14
304,15,9.386456846004975,0.17343472159644982,179.54289100138953,1000.0
305,15,14.012513517248843,0.11315257248908941,179.8653840736186,997.196616789568
306,15,26.695885776424934,0.40112064154846416,0.459595663118965,6.231685524112038
307,15,10.219687139470945,0.3252765423227021,179.93366357904532,1000.0
308,15,19.311070472435027,0.19831949035984706,0.2953157312846368,4.184206930683047
309,15,16.430068297441206,0.3012969934631898,0.0521036951013825,1.7053025658242404e-13
310,15,8.16059068845652,0.17661130691661092,179.85553836447008,1000.0
311,15,10.983083871904608,0.1631567294632963,0.19562518585173722,0.9668141531680021
312,15,15.89799771267476,0.4430526511944018,179.80659485309732,996.1313141436997
313,15,5.915072626538073,0.3166120804475587,179.70458822492498,997.1541172422526
314,15,6.257010535736223,0.24917220117654926,179.86997389733324,998.3631889564608
315,15,15.20253306722402,0.5533102965008795,0.18468215896325355,2.2737367544323206e-13
316,15,13.860146599837472,0.595450468191816,0.31866908760771956,4.478738090002878
317,15,4.139508882450757,0.09226909736492626,179.8818079517792,999.8585116597012
318,15,14.315332701438077,0.36330666872484135,179.9443806260722,1000.0
319,15,7.29702617704104,0.2426064374169607,179.7920515578746,1000.0
320,15,21.581482037208332,0.13735329974304336,0.29345507980146235,8.164776472652761
321,15,15.923146081696995,0.34701004433113447,0.18706698850428002,0.0
322,15,33.7953503593045,0.6793794577857477,179.29309593025627,997.2423012413497
323,15,8.034843777551572,0.2117636285365964,0.34603773694158285,0.0
324,15,22.780464338442094,0.5519379942871,179.96317137306298,994.3169970149319
325,15,6.342980793611347,0.3733566351222149,0.3233059330607606,0.0
326,15,14.855954045861825,0.5282501532855984,0.228866465473747,0.0
327,15,5.698584760583167,0.21739896368262304,179.68479574511224,999.8046039702167
328,15,4.051496373575578,0.4663768030652054,0.49947918940943986,0.0
329,15,11.878930471770975,0.3972487393975469,179.8405978730721,1000.0
330,15,8.113576358073582,0.24062401711725276,179.90889416023816,1000.0
331,15,7.769255003458886,0.08075845502204446,0.42445248224631466,0.0
332,15,15.289605573146314,0.4361360574939047,0.1923879667428655,4.524687133767941
333,15,28.64677638907413,0.7311246747926131,179.79706589098924,995.9207134124922
334,15,12.351095866535086,0.08838882750112544,0.1381319669246248,4.359265995180351
335,15,20.234258161277204,0.30809162318752675,179.67852896869826,1000.0
336,15,10.399057540343152,0.18108199665550187,179.91912222128832,999.230909617195
337,15,21.401520902506633,0.4646882610669585,0.14263232508884086,6.627145459346195
338,15,15.788029391026997,0.46216994189910154,179.77027411181567,998.058396184683
339,15,15.558407595726674,0.4332474481566203,179.65990908986146,998.2169360079722
340,15,8.983584604339075,0.20887446630415957,0.1544039719706577,1.0589149933902604
341,15,4.922010783924346,0.17550133554546765,179.83041512591117,999.1301126148146
342,15,8.228403815511607,0.3066896739688206,179.73723744724265,999.6941862197407
343,15,23.951086998080136,0.7971627451334291,179.67376935312342,1000.0
344,15,15.936355493457397,0.701044927039468,179.77661085970917,1000.0
345,15,2.775523451183906,0.1617241422890925,179.92050171107547,1000.0
346,15,23.448402256919973,0.6707183593483602,179.5889970312939,992.686834857547
347,15,8.721182047811206,0.10183093910199448,179.9557676449582,999.1721513144723
348,15,9.918858985140988,0.23190202606810242,179.58677796625005,999.4750572984394
349,15,22.715962270480528,0.5809513264141163,0.26178741762870716,0.0
350,15,16.63871073829325,0.11303601401791326,179.74433840478525,995.3058323674359
351,15,9.943912839583934,0.08353080698990656,179.7585034447051,1000.0
352,15,7.8888446983765546,0.16984061124407931,179.87772670224894,1000.0
353,15,10.086633340332197,0.2734038834717564,179.7521550843717,1000.0
354,15,26.022042673213914,0.22668088701161526,0.5761370581355979,0.0
355,15,8.253906015192346,0.13354594765012384,179.8638639037729,997.5468036964666
356,15,16.826049490173038,0.2731351553980536,179.76850236106057,997.7400453686901
357,15,3.3456190091195053,0.1349693174878639,179.74476044498314,1000.0
358,15,9.270264606959175,0.5622397225582518,179.5210724538181,1000.0000000000005
359,15,12.211171889215588,0.3663016618073164,179.72720551440105,995.2064990316712
360,15,6.933259185395623,0.0980128624587756,179.79223359931504,1000.0
361,15,12.932668218897811,0.36368659327647596,0.19366956526610277,0.0
362,15,11.182781241398768,0.23318663659452404,0.16024138314857114,2.9731354388309796
363,15,12.530597195165555,0.23340930171039778,0.130909808484946,0.4206647207528249
364,15,3.014330882406656,0.19364858422671175,0.16937730022789463,5.684341886080802e-14
365,15,3.522271124343264,0.28424350122938646,0.4937624787839641,0.5540099845221107
366,15,8.538407937092968,0.25513276039272736,0.19904099382467277,1.0295672218962864
367,15,17.623921957524033,0.5143607074219119,179.62395435561498,994.8913388721378
