,u_noise,p_error
0,5.0,11.646813966217417
1,5.0,15.531460493642046
2,5.0,23.51018134483061
3,5.0,18.507698451432745
4,5.0,19.896535910502028
5,5.0,41.73253757194024
6,5.0,25.203250613697122
7,5.0,15.467464543494861
8,5.0,9.272459340035049
9,5.0,5.587322018899833
10,5.0,16.79710846233468
11,5.0,23.676152083042204
12,5.0,32.36287378484572
13,5.0,6.884447686970471
14,5.0,25.3236331401945
15,5.0,28.290918375811646
16,5.0,23.90629588417121
17,5.0,17.449505240200367
18,5.0,4.408002212639805
19,5.0,14.056469166440944
20,5.0,22.177157365283485
21,5.0,34.2642634646904
22,5.0,6.431622561140425
23,5.0,6.555036702770803
24,5.0,46.90841484944042
25,5.0,42.93277444200179
26,5.0,30.04996587011942
27,5.0,34.723635316994894
28,5.0,27.554927455032505
29,5.0,9.215931441100421
30,5.0,26.254374545489373
31,5.0,62.680632410647824
32,5.0,23.72499772184374
33,5.0,25.921799472633936
34,5.0,55.81615610267137
35,5.0,20.94999267255298
36,5.0,11.563617137304783
37,5.0,7.673082593100631
38,5.0,16.459914982264984
39,5.0,19.918236658595806
40,5.0,4.77010518849524
41,5.0,12.121332680668989
42,5.0,14.28118080308031
43,5.0,14.955969546889786
44,5.0,34.52952465745337
45,5.0,9.585742158459608
46,5.0,15.807054493534157
47,5.0,20.599333515454777
48,5.0,20.743584852084776
49,5.0,20.488430760459554
50,10.0,0.7304179946806975
51,10.0,7.629025589147635
52,10.0,3.646504951467606
53,10.0,8.962346994491853
54,10.0,5.873982176825633
55,10.0,2.0300568570468345
56,10.0,4.765716420223897
57,10.0,9.590832027287673
58,10.0,10.025671590913149
59,10.0,6.289840490010369
60,10.0,3.374976287065177
61,10.0,6.497018334874476
62,10.0,7.574082851543817
63,10.0,3.733162912204658
64,10.0,7.940503901918262
65,10.0,3.4961114243245586
66,10.0,7.685743293433045
67,10.0,13.325315603073905
68,10.0,3.990507275804502
69,10.0,8.180039186199043
70,10.0,9.45593807472438
71,10.0,5.822920130014343
72,10.0,7.4153726867545675
73,10.0,7.984467590968271
74,10.0,1.8708895904535618
75,10.0,6.735297967461418
76,10.0,5.551198437793358
77,10.0,10.108432350986014
78,10.0,2.4427245311442194
79,10.0,3.3960706961491964
80,10.0,2.9796357177716306
81,10.0,7.02433688666473
82,10.0,5.516396678614483
83,10.0,3.8516495437560088
84,10.0,2.0793826853510393
85,10.0,7.164333437884922
86,10.0,4.985755780480394
87,10.0,6.343632222207284
88,10.0,12.930055498781408
89,10.0,6.764323410055645
90,10.0,11.604274692446449
91,10.0,9.15840226052457
92,10.0,8.627933431077361
93,10.0,2.3419630979205914
94,10.0,3.6117170752297962
95,10.0,3.104739519385483
96,10.0,8.011680807949555
97,10.0,10.562628823137404
98,10.0,4.897674355236467
99,10.0,2.1887956185798463
100,15.0,6.603950255226199
101,15.0,5.635145607795281
102,15.0,2.408938141863955
103,15.0,4.354099074339284
104,15.0,2.883379032555347
105,15.0,3.913637018502402
106,15.0,2.456604740577847
107,15.0,2.8563405605565375
108,15.0,1.8413941339079776
109,15.0,4.287481828943578
110,15.0,3.5045072264160773
111,15.0,4.535730832976338
112,15.0,3.7399373444638577
113,15.0,3.5058726731174645
114,15.0,0.9408958875632653
115,15.0,8.741989256003965
116,15.0,3.8860571419774077
117,15.0,3.848022917836167
118,15.0,4.717006515640151
119,15.0,9.883824185952273
120,15.0,5.072976767211373
121,15.0,5.138466773905445
122,15.0,0.2212204866168124
123,15.0,8.646503166759365
124,15.0,2.6195647139033853
125,15.0,2.259445104554462
126,15.0,6.616566448610166
127,15.0,3.054715011724768
128,15.0,2.828214797228413
129,15.0,1.8694069691290132
130,15.0,5.874417673948942
131,15.0,4.675674064749965
132,15.0,0.4423173232302755
133,15.0,2.360225383432379
134,15.0,5.387771529939434
135,15.0,4.661700760522446
136,15.0,1.703458662095253
137,15.0,3.2240115040601127
138,15.0,5.205651679399605
139,15.0,1.1006092488421322
140,15.0,2.2826016878992843
141,15.0,2.215634777408886
142,15.0,0.4657229900196748
143,15.0,5.6469710553688595
144,15.0,3.8737178190871413
145,15.0,5.739668792167993
146,15.0,4.457440986458208
147,15.0,7.17520342405696
148,15.0,2.7835603775540045
149,15.0,5.472759967925561
150,20.0,1.253807063612472
151,20.0,1.4750902381370885
152,20.0,1.3100916500055886
153,20.0,1.5357941569631357
154,20.0,0.9480869348326847
155,20.0,4.0248880895079155
156,20.0,1.0031498471639786
157,20.0,2.342690618581138
158,20.0,2.6116607947702937
159,20.0,1.0333492626576972
160,20.0,2.2055162209377794
161,20.0,1.5625579013592963
162,20.0,5.11898259264137
163,20.0,1.4271799766859419
164,20.0,1.6880558180454421
165,20.0,2.5688000851597828
166,20.0,1.1616137772363557
167,20.0,2.2960930113378453
168,20.0,1.2149149075823094
169,20.0,1.816563633772181
170,20.0,2.8020974855763123
171,20.0,1.8483213314453277
172,20.0,2.691165289800914
173,20.0,5.220735704594998
174,20.0,3.9397595306029
175,20.0,2.7829078491587054
176,20.0,0.4838403521189455
177,20.0,0.9664632609412952
178,20.0,1.314833855279712
179,20.0,1.918949895021883
180,20.0,3.2026459408081287
181,20.0,1.2191807287464664
182,20.0,0.8820534886908796
183,20.0,4.191701905361187
184,20.0,2.803772480255297
185,20.0,3.2322363168949932
186,20.0,2.7909721200781674
187,20.0,4.037936916205024
188,20.0,3.120055671104738
189,20.0,0.2954981826710765
190,20.0,3.507793799256926
191,20.0,2.457849655061501
192,20.0,3.2613558150287174
193,20.0,3.727923752632798
194,20.0,4.094924437176506
195,20.0,3.741093287689333
196,20.0,0.48397196745512056
197,20.0,3.5073350466653026
198,20.0,3.8664898537756978
199,20.0,0.7463409939079344
200,25.0,1.6346576521745029
201,25.0,1.961632503933941
202,25.0,0.6164747485144516
203,25.0,0.4049787884894744
204,25.0,0.5444294679428873
205,25.0,1.2697681150060118
206,25.0,0.9537622401917321
207,25.0,3.0684625489704964
208,25.0,0.835780382941815
209,25.0,0.9858085152521453
210,25.0,0.8419866068078296
211,25.0,0.8964299853723164
212,25.0,1.542027641375784
213,25.0,1.45918100315945
214,25.0,2.455193989051965
215,25.0,2.1343439328566762
216,25.0,1.8221382823935857
217,25.0,1.2258473771525393
218,25.0,0.5553629574175544
219,25.0,2.5418741996744916
220,25.0,3.287076337465527
221,25.0,1.5371931324572705
222,25.0,1.4473693093700504
223,25.0,0.35570858076622064
224,25.0,1.3331509956187775
225,25.0,2.7316607624281763
226,25.0,1.517400232534368
227,25.0,1.5478102657293216
228,25.0,0.9838378617754022
229,25.0,1.0917487598515343
230,25.0,0.8477958446269509
231,25.0,2.2167790990463607
232,25.0,2.9664589564614214
233,25.0,1.7162904828888033
234,25.0,2.393903579706196
235,25.0,1.5856917934981263
236,25.0,1.0638634489340788
237,25.0,1.4818975071191467
238,25.0,2.371865436950095
239,25.0,1.3204838420881388
240,25.0,3.162888394569791
241,25.0,2.6462387319931135
242,25.0,0.5723530821462024
243,25.0,1.106956744906623
244,25.0,1.2432538801255788
245,25.0,2.0556846016432067
246,25.0,0.9852249354520743
247,25.0,1.2441510982289823
248,25.0,1.487715852130399
249,25.0,1.7625744914977244
250,30.0,0.3780736944395112
251,30.0,1.0938180147719438
252,30.0,1.2812398923671975
253,30.0,2.622889032964672
254,30.0,1.2709568147889863
255,30.0,1.6452829308105956
256,30.0,0.6855886411162595
257,30.0,1.6784459732765666
258,30.0,1.7368254051436534
259,30.0,1.038710247949527
260,30.0,0.6061273579001976
261,30.0,2.518977183082316
262,30.0,1.3555698483674974
263,30.0,2.245152071914816
264,30.0,1.09679443020174
265,30.0,2.811548292728821
266,30.0,1.2110808716054895
267,30.0,0.9687361919262133
268,30.0,0.337534918274991
269,30.0,1.6132703218995237
270,30.0,1.4372094551992498
271,30.0,1.077205285737528
272,30.0,1.0251783808148056
273,30.0,2.613709252121961
274,30.0,0.8597448279740209
275,30.0,0.763021637207775
276,30.0,3.538444965547397
277,30.0,1.6268855237035542
278,30.0,0.8803939718737862
279,30.0,1.754453225331373
280,30.0,1.8418862545167456
281,30.0,0.3783864758647932
282,30.0,0.540446476967327
283,30.0,1.4998028782768225
284,30.0,0.7122934306244928
285,30.0,0.8882606755600128
286,30.0,2.212043714951609
287,30.0,0.625958177609841
288,30.0,1.7927539370682428
289,30.0,1.615212838021121
290,30.0,0.6396705827716056
291,30.0,0.8249253359109965
292,30.0,0.541878187266659
293,30.0,1.5738399211671894
294,30.0,0.8743080901279866
295,30.0,1.699857811717599
296,30.0,0.9350294894597124
297,30.0,1.1744091537707193
298,30.0,1.3968872626605877
299,30.0,1.012957130734906
