,num_obs,p_error,u_error,a_error,d_error
0,16,7.243760352470488,0.17326113174862168,179.87017799956078,1000.0
1,16,6.897350823060888,0.1337697018721712,179.94749162337763,1000.0
2,16,3.044097191969476,0.11802303957755772,179.8962704407562,1000.0
3,16,3.9139095006394164,0.08054577025572338,179.91589144457703,1000.0
4,16,13.251622654351369,0.1446554513810509,0.2817402164963874,0.11919294413729631
5,16,17.578367727407873,0.37041899968553926,0.2578375263971892,0.0
6,16,6.430119700056893,0.27137609200196877,179.86487043932877,999.1092722092471
7,16,9.809196153210003,0.38939865737212903,179.78099675202597,998.8390159387667
8,16,103.32161919823159,1.9313061814346058,179.57777259295514,1000.0000000000005
9,16,2.0621609687867046,0.16196628046026967,179.8633647160568,1000.0
10,16,3.2934072409820847,0.08794975235049259,179.9578998716843,999.7737356097352
11,16,64.91128631786867,1.303984646852068,0.17838633893235017,2.55226950685028e-11
12,16,4.742493341560748,0.19821759846067127,179.7755663360617,999.7905938581988
13,16,10.682421736547456,0.22670870512994346,179.7242481788723,998.2120437756344
14,16,5.487685321855354,0.2119681474819581,179.86423749037354,1000.0
15,16,1.4505995216271903,0.08269137040232703,0.10435569717503593,0.8212203692094135
16,16,6.323699211270278,0.2368365897815761,0.2871067532780953,0.0
17,16,2.8545263616691163,0.12762667153245683,0.07531773305993668,0.7660340046095939
18,16,8.66028162649288,0.23055075093404356,0.10706601564586969,0.0
19,16,13.868780662731874,0.3212951289168808,0.0595058697066153,2.1736855677857534
20,16,2705.964861638578,70.79693573137895,76.06653587558351,338.34411538961
21,16,6.104490091390522,0.05319421634186213,179.86979834507153,1000.0
22,16,14.792191467733995,0.27745343992888627,179.94907909016345,1000.0
23,16,5.756487910906382,0.15893198587894172,179.9515097299586,1000.0
24,16,9.387151842638936,0.23236496364622794,0.12930319695661302,2.0339189530355384
25,16,4.497351286471487,0.17964287504475787,179.83307300479865,1000.0
26,16,3.965488949594296,0.2630606078837914,0.22711636828147982,0.0
27,16,1.6837275790136588,0.09106149085737396,179.86671944755733,1000.0
28,16,8.059572045662996,0.177105200873999,179.95883358541246,1000.0
29,16,3.588226485352267,0.3711413124096426,179.62611892843873,1000.0
30,16,4.032212790565347,0.26376002935262527,0.2642941462276132,1.852842484098744
31,16,11.153014939234117,0.23843714716322167,0.17706241275878207,2.2891436565194
32,16,4.0068670795265975,0.0823696409008388,179.87233180391735,1000.0
33,16,4.457569728531751,0.15661516711265258,179.92980803956655,1000.0
34,16,0.8598039663523467,0.08477834914376088,179.82878887163326,1000.0
35,16,1.8844812922704315,0.05952331739161387,0.047612269283708805,0.0
36,16,7.00414408267758,0.1775977642358163,0.20871606977410495,1.5308968508903718
37,16,7.807495655866913,0.17178344981514646,179.85116726643707,1000.0
38,16,4.2638710632395895,0.08677077373792698,179.96961674531912,1000.0
39,16,3.7298857849599694,0.11826550884282636,0.0755367506295387,0.0
40,16,8.68322259627835,0.2284484885150361,179.90000097533087,1000.0
41,16,4.671725973651238,0.09500426609946197,179.97742770236326,1000.0
42,16,5.670060405873319,0.12985306872288585,179.95721168554957,1000.0
43,16,3.740068095617164,0.10787150410240991,179.88846815122443,1000.0
44,16,4.8237840924566715,0.0777261388951268,179.92375053891928,1000.0
45,16,4.927519230290008,0.0280719887697186,0.1562222767635246,1.4220252527709931
46,16,3.0838149950083915,0.10198149653995947,179.9413937203465,1000.0
47,16,9.572406341386104,0.2118904604256233,0.3651353311912129,4.163946462585841
48,16,5.917327294938033,0.10734890384042788,179.9139594282242,1000.0
49,16,8.352203542034312,0.13742517844635913,179.70734232952069,1000.0
50,16,141.875605863857,4.5577149051250085,179.59679846561954,1000.0000000000438
51,16,1.6070966253505465,0.07169212192583146,179.973331864967,999.4829600614534
52,16,2.6760102408128783,0.07285442489481933,179.83052902628302,1000.0
53,16,5.414010711723914,0.17789219679047275,0.23594110856695513,5.684341886080802e-14
54,16,5.452702454245648,0.07920726289206526,0.022405255677900193,1.478375867949353
55,16,5.89064781356055,0.165128441250174,0.10902131564325174,2.0616713327117964
56,16,4.1164413506183255,0.07195495926758333,0.17748412712578865,0.0
57,16,7.384037141809394,0.26863162932227735,179.75035900934245,998.8214546936538
58,16,4.01286519541597,0.11692369605653867,179.949497297539,1000.0
59,16,3.5954737010220907,0.17868881510016166,0.26012117046925803,1.9838353182421997e-10
60,16,4.957345393736492,0.27118318833620997,179.92814629694405,1000.0
61,16,4.969209988883487,0.0432147748503767,179.88501960730483,1000.0
62,16,5.517890684658351,0.04412883059655279,0.24114935991538447,1.5943240079088241
63,16,9.547713254463329,0.28235881896556536,179.85425241586296,999.9746680163346
64,16,27.738253230017907,0.3715380698322584,0.21690405317695008,10.258012903003873
65,16,6.630348996314932,0.23914243371871344,179.88396073108245,1000.0
66,16,6.475967094996119,0.1927699645491889,179.8995652541156,1000.0
