,radius,p_error,u_error,a_error
0,0.1,0.8713901816793247,0.1292396208909479,86.76949914026723
1,0.1,1.136468634614091,0.05188446262695668,76.93921136490435
2,0.1,1.1287844372285791,0.1177765964995862,83.16871896320795
3,0.1,1.0730589766789185,0.13578145714914283,70.91134396018872
4,0.1,1.005884280939814,0.1078039627813893,88.75427908099256
5,0.1,1.7616592149410846,0.19107042470598562,87.02864593696907
6,0.1,0.44517919833380787,0.019865408991753052,91.38236876858785
7,0.1,2.3547914579039246,0.1917800515484588,84.65498184887235
8,0.1,0.9063048661971332,0.1500591247052229,94.46672348162308
9,0.1,2.4516187456177057,0.1468644491629192,82.66330131541491
10,0.1,2.5215968783049543,0.20932324338034194,94.79027042557576
11,0.1,1.430679326584462,0.0911196399446691,93.0775366145024
12,0.1,4.276180811334435,0.30576637399257506,82.13122761855125
13,0.1,1.2174957053355142,0.0404073598653426,89.72899939852252
14,0.1,5.02368062214158,0.6134942737931648,92.92454368639883
15,0.1,0.6583265384978345,0.06070947028366762,78.94919758847082
16,0.1,3.6964910531052295,0.3286461213366292,92.99655211650504
17,0.1,3.2332122322967463,0.3550691804323991,87.07641603482939
18,0.1,1.3139011538734315,0.07161450233691435,75.16914622444914
19,0.1,0.4725839442142568,0.028360735890121842,111.2720285044515
20,0.1,2.0872361574555454,0.1880276056408385,68.18147145005094
21,0.1,0.33456769516919005,0.01734376465475355,92.04886013705972
22,0.1,1.3807766939830721,0.11772896122495907,73.15931338589131
23,0.1,0.4735500062488706,0.01849602415222169,71.9056629150995
24,0.1,2.197643272621441,0.1902419322553258,81.60186941618576
25,0.1,3.7535451237578967,0.4325387238776432,86.80812601002886
26,0.1,0.5214839144678682,0.08205266098870018,85.69656688982532
27,0.1,5.638027397257241,0.41870123412353155,78.06062955383939
28,0.1,1.513073628456892,0.24628979047743046,98.78067031163175
29,0.1,1.20630114738588,0.1600805204185497,86.25695137884695
30,0.1,3.2043332288764903,0.2893923233595049,77.92936483790233
31,0.1,0.2918936704786471,0.0930623214364513,89.86028518045048
32,0.1,0.7168324959595247,0.026779694138293657,84.73045757749502
33,0.1,6.920381910894389,0.6453001261028672,91.23939404788796
34,0.1,1.3032268446617268,0.1651721508450616,69.83975117556719
35,0.1,2.6302236112915636,0.22370796520431474,87.6146736518125
36,0.1,0.94499746142139,0.008144620054325105,77.27270618966689
37,0.1,0.7017615556623793,0.028297230075214966,79.93110675633386
38,0.1,1.0956823824238857,0.0394582035721262,73.78394732891702
39,0.1,4.060155903354367,0.35712435081447846,95.4796642576291
40,0.1,3.6784420014830395,0.3425954908266388,83.74976719406814
41,0.1,0.9083251205594921,0.11039347888744061,82.38266188608658
42,0.1,5.988416171188968,0.5557708827149436,88.79407525396061
43,0.1,0.9685003015997592,0.04009423771572192,91.83887157739579
44,0.1,0.5252362906314145,0.06331410007972907,91.65786723702429
45,0.1,0.4454534553981083,0.031848880757466225,76.97894531382242
46,0.1,1.6509912345039506,0.13971484183452457,73.78878417705866
47,0.1,0.8537124344952213,0.03231280768901465,97.18579028209692
48,0.1,1.165534144871668,0.10911799977700451,94.19949005689364
49,0.1,3.9219480299396756,0.4798103411934432,78.89887448156739
50,0.1,1.5645467649863518,0.07343699937610318,77.50233528900027
51,0.1,0.42849554218493363,0.05968744317463354,64.99846288238187
52,0.1,1.7108979120830459,0.31952056033647774,90.30903918350442
53,0.1,3.023918876547244,0.2730578936258756,82.52494169246245
54,0.1,2.0800011835644265,0.37078962554288275,85.71038513765872
55,0.1,1.5261773943952561,0.26537922271278847,90.99238285558626
56,0.1,0.7960413780684156,0.049146116174973636,76.51672575483009
57,0.1,2.494091138616615,0.25225230012476985,90.953212349091
58,0.1,1.3407537623936567,0.12696143714059727,96.06949513925834
59,0.1,0.7774022465524059,0.046277067121103764,78.19463111730921
60,0.1,3.172603497520956,0.3202860231577405,85.58357277939193
61,0.1,1.3807589268094256,0.09783486610043625,86.53089598061636
62,0.1,1.2748793503052505,0.0502744933797285,75.30392432210368
63,0.1,1.7639643926326367,0.17747098915167508,78.21109891824531
64,0.1,1.6917944878253146,0.13980348801180595,80.93120439893654
65,0.1,2.3806660655885716,0.1451700942241657,82.91035860913543
66,0.1,0.5255409783610792,0.06836335254625771,79.73883953617249
67,0.1,2.174310769052692,0.29534360166899687,87.29467587269107
68,0.1,2.261367625724462,0.2911240201446229,76.71972158624342
69,0.1,1.299574872269727,0.16397636385174555,87.03673440505496
70,0.1,0.5637971457002557,0.014246648778958333,89.67264468392314
71,0.1,0.7661738153722928,0.052480434969779166,94.28346503264007
72,0.1,2.1265247485743557,0.14648268301608505,85.61634561960004
73,0.1,1.828567393245033,0.16677633837093422,82.36633849435289
