,dist_noise,p_error
0,1.0,104.32327284535944
1,1.0,90.79379954008381
2,1.0,92.61011450599867
3,1.0,80.51393490862873
4,1.0,70.86460129283172
5,1.0,77.87617845886047
6,1.0,89.86627389483591
7,1.0,72.94532462180172
8,1.0,76.31285432690892
9,1.0,74.54339232216219
10,1.0,82.02011918750105
11,1.0,92.21173892271153
12,1.0,78.47122591679837
13,1.0,98.07597693083927
14,1.0,88.98378196841834
15,1.0,90.62932732804643
16,1.0,92.75220708241288
17,1.0,88.44623636626622
18,1.0,96.06473213577041
19,1.0,74.05537515765793
20,1.0,99.45133801607929
21,1.0,86.96868494121728
22,1.0,94.6139728584801
23,1.0,128.26947363989382
24,1.0,83.29866933182785
25,1.0,101.56385848631179
26,1.0,82.7860073605486
27,1.0,92.7106138484579
28,1.0,96.97241692674875
29,1.0,73.4552763594278
30,1.0,78.20502166268005
31,1.0,67.049113471787
32,1.0,70.9810842141093
33,1.0,66.72932998926667
34,1.0,70.59085587387439
35,1.0,83.23365193216372
36,1.0,84.14600066897675
37,1.0,90.3086586571358
38,1.0,87.88967274145503
39,1.0,95.4481839095275
40,1.0,116.6657270917848
41,1.0,79.80767855762028
42,1.0,126.60548861414179
43,1.0,100.44651846803922
44,1.0,71.7914344897512
45,1.0,79.83578664053935
46,1.0,71.75792915948374
47,1.0,68.38882226235812
48,1.0,79.05088989769341
49,1.0,105.52098461092862
50,3.0,15.467350004157279
51,3.0,35.86252344596391
52,3.0,37.58342053791679
53,3.0,17.93235538566301
54,3.0,9.706994146604785
55,3.0,36.48619030526927
56,3.0,11.755814584563174
57,3.0,38.15284240037037
58,3.0,20.38449358195242
59,3.0,36.19585861339211
60,3.0,51.95289430515801
61,3.0,44.81297134367881
62,3.0,15.486237859081214
63,3.0,35.790942361932274
64,3.0,19.05904065559257
65,3.0,38.71877324065323
66,3.0,32.43514643829879
67,3.0,7.751957299667151
68,3.0,21.56888935869324
69,3.0,27.09784635056812
70,3.0,25.931421363100537
71,3.0,12.849745612376788
72,3.0,25.32052703724438
73,3.0,14.52524083628207
74,3.0,24.688040329881943
75,3.0,26.35188308633372
76,3.0,17.280868173664892
77,3.0,19.667489505533023
78,3.0,17.107102628331692
79,3.0,34.00152907196895
80,3.0,13.828807181132337
81,3.0,44.06994617678398
82,3.0,10.894986033822706
83,3.0,17.819496436874147
84,3.0,4.639549258119392
85,3.0,41.69867727435052
86,3.0,56.31180815890885
87,3.0,15.08634625568906
88,3.0,49.172888547692985
89,3.0,27.250557068467753
90,3.0,43.01622509412603
91,3.0,34.00641654697943
92,3.0,16.33873779691764
93,3.0,28.792661882345488
94,3.0,26.28736268956358
95,3.0,36.24683865741592
96,3.0,39.250278542466496
97,3.0,15.308262530094163
98,3.0,51.335826467243706
99,3.0,9.516467554415247
100,5.0,10.376060824591535
101,5.0,15.040715587242435
102,5.0,9.083126001832445
103,5.0,20.601194913256347
104,5.0,17.25423475524901
105,5.0,23.25917563640875
106,5.0,2.3749492600573743
107,5.0,13.006553974902042
108,5.0,27.146549614753233
109,5.0,31.997076751492806
110,5.0,14.778152929549737
111,5.0,11.714136699771343
112,5.0,30.615624341296645
113,5.0,0.6154589195973832
114,5.0,34.90554474327822
115,5.0,26.252718152072553
